address,price,size,date_sold,sqm_price,area,percent_increase
Valhallavägen 49,7400000,"2½ rum, 61 m²",2021-01-27,121 300 kr/m²,"Lägenhet, Östermalm",+13.8 %
Norrbackagatan 24,11780000,"4 rum, 121 m²",2021-01-27,97 400 kr/m²,"Lägenhet, Vasastan",+8.2 %
Vanadisvägen 26B,6100000,"2 rum, 62 m²",2021-01-27,98 400 kr/m²,"Lägenhet, Vasastan",+11.9 %
Vanadisplan 2,11225000,"5 rum, 105 m²",2021-01-27,106 900 kr/m²,"Lägenhet, Vasastan",+12.5 %
Rörstrandsgatan 34,3750000,"2 rum, 36 m²",2021-01-27,104 200 kr/m²,"Lägenhet, Vasastan",+8.7 %
Rådmansgatan 43,10100000,"3½ rum, 91 m²",2021-01-27,111 000 kr/m²,"Lägenhet, Vasastan",+12.5 %
Torsgatan 29,12550000,"3 rum, 100 m²",2021-01-27,125 500 kr/m²,"Lägenhet, Vasastan - S:t Eriksplan",+14.6 %
Roslagsgatan 40,4020000,"1 rum, 38 m²",2021-01-27,105 800 kr/m²,"Lägenhet, Vasastan",+15.0 %
Odengatan 6,15600000,"5 rum, 141 m²",2021-01-27,110 600 kr/m²,"Lägenhet, Östermalm",+8.0 %
Hälsingegatan 19,11650000,"3 rum, 101 m²",2021-01-27,115 300 kr/m²,"Lägenhet, Vasastan",+13.7 %
Kungstensgatan 35,9360000,"3 rum, 83 m²",2021-01-27,112 800 kr/m²,"Lägenhet, Vasastan",+24.9 %
Birger Jarlsgatan 113A,8970000,"3 rum, 78 m²",2021-01-27,115 000 kr/m²,"Lägenhet, Vasastan",+8.7 %
Tre Liljor 5,3820000,"2 rum, 36 m²",2021-01-27,106 100 kr/m²,"Lägenhet, Vasastan",+10.7 %
Västmannagatan 85B,3500000,"1 rum, 33 m²",2021-01-27,106 100 kr/m²,"Lägenhet, Vasastan",+16.9 %
Gävlegatan 32,5800000,"2 rum, 58 m²",2021-01-27,100 000 kr/m²,"Lägenhet, Hagastaden",+7.5 %
Hagagatan 50,3660000,"2 rum, 28 m²",2021-01-27,130 700 kr/m²,"Lägenhet, Vasastan",+14.6 %
Idungatan 3,3350000,"1 rum, 42 m²",2021-01-27,79 800 kr/m²,"Lägenhet, Vasastan",+1.7 %
Torbjörn Klockares gata 18A,5700000,"2 rum, 57 m²",2021-01-27,100 000 kr/m²,"Lägenhet, Röda",+9.7 %
Tomtebogatan 34,3250000,"1 rum, 29½ m²",2021-01-27,110 200 kr/m²,"Lägenhet, Vasastan",+16.3 %
Roslagsgatan 45,3500000,"1 rum, 32½ m²",2021-01-27,107 700 kr/m²,"Lägenhet, Vasastan - Sibirien",—
Gästrikegatan 11A,3550000,"1 rum, 33 m²",2021-01-27,107 600 kr/m²,"Lägenhet, Vasastan",+18.5 %
Upplandsgatan 71,4810000,"2 rum, 44 m²",2021-01-27,109 300 kr/m²,"Lägenhet, Vasastan",+12.0 %
Völundsgatan 11,7000000,"2½ rum, 67 m²",2021-01-26,104 500 kr/m²,"Lägenhet, Vasastan",+7.8 %
Dalagatan 74A,7550000,"2 rum, 63 m²",2021-01-26,119 800 kr/m²,"Lägenhet, Vasastan",—
Vidargatan 7,15200000,"4 rum, 99 m²",2021-01-26,153 500 kr/m²,"Lägenhet, Vasastan",+9.7 %
Vikingagatan 12,8000000,"3 rum, 68 m²",2021-01-26,117 600 kr/m²,"Lägenhet, Vasastan",+11.9 %
Valhallavägen 44,5800000,"2 rum, 58 m²",2021-01-26,100 000 kr/m²,"Lägenhet, Östermalm",+9.5 %
Torsplan 10,10000000,"3 rum, 87 m²",2021-01-26,114 900 kr/m²,"Lägenhet, Vasastan",-3.8 %
Rörstrandsgatan 34A,6450000,"2 rum, 62 m²",2021-01-26,104 000 kr/m²,"Lägenhet, Vasastan",+13.2 %
Vanadisvägen 11A,6300000,"3 rum, 59 m²",2021-01-26,106 800 kr/m²,"Lägenhet, Vasastan",+13.0 %
Kungstensgatan 46,5785000,"2 rum, 60 m²",2021-01-26,96 400 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Norrtullsgatan 4,5400000,"2 rum, 43 m²",2021-01-26,125 600 kr/m²,"Lägenhet, Vasastan",+22.9 %
Norrbackagatan 25A,3900000,"2 rum, 33 m²",2021-01-26,118 200 kr/m²,"Lägenhet, Vasastan",+30.2 %
Döbelnsgatan 67B,5375000,"2 rum, 50 m²",2021-01-25,107 500 kr/m²,"Lägenhet, Vasastan",+19.6 %
Upplandsgatan 87,6900000,"2 rum, 67 m²",2021-01-25,103 000 kr/m²,"Lägenhet, Vasastan",+19.1 %
Atlasmuren 18,4400000,"2 rum, 42 m²",2021-01-25,104 300 kr/m²,"Lägenhet, Vasastan",+14.3 %
Karlbergsvägen 54,16750000,"4 rum, 157 m²",2021-01-25,106 700 kr/m²,"Lägenhet, Vasastan",-1.5 %
Hagagatan 50A,3660000,"2 rum, 34 m²",2021-01-25,107 600 kr/m²,"Lägenhet, Vasastan",+14.6 %
Tegnérgatan 55A,4500000,"2 rum, 44 m²",2021-01-25,102 300 kr/m²,"Lägenhet, Vasastan",-1.1 %
Nina Einhorns gata 1,3695000,"2 rum, 37½ m²",2021-01-25,98 500 kr/m²,"Lägenhet, Hagastaden",+/-0.0 %
Rörstrandsgatan 33B,5100000,"2 rum, 61 m²",2021-01-24,83 600 kr/m²,"Lägenhet, Vasastan Birkastan",-3.8 %
Torsgatan 41,14500000,"4 rum, 92 m²",2021-01-24,157 600 kr/m²,"Lägenhet, Vasastan - S:t Eriksplan",+20.9 %
Karlbergsvägen 84,5300000,"2 rum, 54 m²",2021-01-24,98 100 kr/m²,"Lägenhet, Vasastan",+6.1 %
Sankt Eriksgatan 99,7650000,"3 rum, 76 m²",2021-01-24,100 700 kr/m²,"Lägenhet, Vasastan",+9.4 %
Torsplan 8,6975000,"2 rum, 61 m²",2021-01-24,114 300 kr/m²,"Lägenhet, Vasastan",+4.2 %
Upplandsgatan 77,14350000,"5 rum, 119 m²",2021-01-23,120 600 kr/m²,"Lägenhet, Vasastan",+14.8 %
Idungatan 10A,3700000,"1 rum, 34 m²",2021-01-23,108 800 kr/m²,"Lägenhet, Vasastan",+23.5 %
Norrbackagatan 15,6200000,"2 rum, 55 m²",2021-01-23,112 700 kr/m²,"Lägenhet, Vasastan",+12.8 %
Ingemarsgatan 4,5120000,"2 rum, 63 m²",2021-01-23,81 300 kr/m²,"Lägenhet, Vasastan",+9.1 %
Torsplan 8,5700000,"2 rum, 57 m²",2021-01-23,100 000 kr/m²,"Lägenhet, Vasastan",+3.7 %
Sveavägen 83,8325000,"3 rum, 88 m²",2021-01-22,94 600 kr/m²,"Lägenhet, Vasastan",+5.7 %
Hagagatan 17N,8800000,"4 rum, 89 m²",2021-01-22,98 900 kr/m²,"Lägenhet, Vasastan",+8.0 %
Rådmansgatan 46,5000000,"2½ rum, 68 m²",2021-01-22,73 500 kr/m²,"Lägenhet, Vasastan",+1.0 %
Hälsingegatan 8A,4200000,"2 rum, 31 m²",2021-01-22,135 500 kr/m²,"Lägenhet, Vasastan",+5.1 %
Rörstrandsgatan 19,6800000,"2½ rum, 70 m²",2021-01-22,97 100 kr/m²,"Lägenhet, Vasastan",+13.4 %
Norra Stationsgatan 117,5100000,"2 rum, 60 m²",2021-01-22,85 000 kr/m²,"Lägenhet, Birkastan",+/-0.0 %
Birger Jarlsgatan 103B,5650000,"2 rum, 52 m²",2021-01-21,108 700 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Roslagsgatan 29A,5300000,"2 rum, 53 m²",2021-01-21,100 000 kr/m²,"Lägenhet, Vasastan",—
Upplandsgatan 40A,7100000,"2 rum, 64 m²",2021-01-21,110 900 kr/m²,"Lägenhet, Vasastan",+9.2 %
Hälsingegatan 12,6350000,"2 rum, 51 m²",2021-01-21,124 500 kr/m²,"Lägenhet, Ög",+27.1 %
Birger Jarlsgatan 104F,3525000,"1 rum, 35 m²",2021-01-21,100 700 kr/m²,"Lägenhet, Vasastan Östermalm",+11.9 %
Karlbergsvägen 33,11750000,"4 rum, 108 m²",2021-01-21,108 800 kr/m²,"Lägenhet, Vasastan",+4.4 %
Dalagatan 76,10850000,"3 rum, 96 m²",2021-01-21,113 000 kr/m²,"Lägenhet, Vasastan",+9.0 %
Västmannagatan 97,3250000,"1 rum, 30 m²",2021-01-21,108 300 kr/m²,"Lägenhet, Vasastan",+16.3 %
Västmannagatan 89A,4200000,"1½ rum, 37 m²",2021-01-21,113 500 kr/m²,"Lägenhet, Vasastan",+13.7 %
Sveavägen 78,10500000,"4 rum, 100 m²",2021-01-21,105 000 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Heimdalsgatan 8,7000000,"2 rum, 61 m²",2021-01-21,114 800 kr/m²,"Lägenhet, Vasastan - Odenplan",+16.8 %
Torsgatan 59,6050000,"2 rum, 53 m²",2021-01-21,114 200 kr/m²,"Lägenhet, Vasastan",+14.3 %
Nina Einhorns gata 7,4960000,"3 rum, 53½ m²",2021-01-21,92 700 kr/m²,"Lägenhet, Vasastan",+6.1 %
Roslagsgatan 33,6400000,"2½ rum, 57 m²",2021-01-20,112 300 kr/m²,"Lägenhet, Vasastan",+12.4 %
Karlbergsvägen 37A,5250000,"2 rum, 50 m²",2021-01-20,105 000 kr/m²,"Lägenhet, Vasastan",+19.5 %
Döbelnsgatan 47,14200000,"5 rum, 116 m²",2021-01-20,122 400 kr/m²,"Lägenhet, Norrmalm",—
Sankt Eriksgatan 84,4050000,"2 rum, 37 m²",2021-01-20,109 500 kr/m²,"Lägenhet, Vasastan",+15.9 %
Sankt Eriksgatan 92,3175000,"1 rum, 26 m²",2021-01-20,122 100 kr/m²,"Lägenhet, Vasastan",+17.8 %
Dalagatan 86C,3400000,"1 rum, 33 m²",2021-01-20,103 000 kr/m²,"Lägenhet, Vasastan",+13.5 %
Döbelnsgatan 58,12245000,"4 rum, 115 m²",2021-01-20,106 500 kr/m²,"Lägenhet, Vasastan",+11.4 %
Hagagatan 8,3580000,"1 rum, 33 m²",2021-01-20,108 500 kr/m²,"Lägenhet, Vasastan",+10.2 %
Västmannagatan 55A,4250000,"2 rum, 34 m²",2021-01-20,125 000 kr/m²,"Lägenhet, Vasastan - Odenplan",+13.3 %
Vanadisvägen 4M,5600000,"2 rum, 50½ m²",2021-01-20,110 900 kr/m²,"Lägenhet, Vasastan",+15.5 %
Västmannagatan 45,11450000,"4 rum, 112 m²",2021-01-20,102 100 kr/m²,"Lägenhet, Vasastan - Odenplan",+1.4 %
Sveavägen 121A,2760000,"1 rum, 25 m²",2021-01-20,110 400 kr/m²,"Lägenhet, Vasastan",+16.2 %
Rödabergsgatan 9B,3850000,"1 rum, 45½ m²",2021-01-20,84 600 kr/m²,"Lägenhet, Vasastan Rödabergen",+20.5 %
Upplandsgatan 77A,6325000,"2 rum, 57 m²",2021-01-20,111 000 kr/m²,"Lägenhet, Vasastan",+15.1 %
Holländargatan 29,14600000,"4 rum, 142 m²",2021-01-20,102 800 kr/m²,"Lägenhet, Vasastan",+8.2 %
Tomtebogatan 8,6900000,"2 rum, 53 m²",2021-01-19,130 200 kr/m²,"Lägenhet, Vasastan",+11.4 %
Sveavägen 134,5920000,"2½ rum, 66 m²",2021-01-19,89 700 kr/m²,"Lägenhet, Vasastan",+12.8 %
Valhallavägen 49,3260000,"1 rum, 32 m²",2021-01-19,101 900 kr/m²,"Lägenhet, Norra Djurgården",+25.6 %
Hälsingegatan 10A,7925000,"3 rum, 67 m²",2021-01-19,118 300 kr/m²,"Lägenhet, Vasastan",+18.4 %
Torsgatan 73,3100000,"1½ rum, 36 m²",2021-01-19,86 100 kr/m²,"Lägenhet, Röda",+7.1 %
Vulcanusgatan 4,3000000,"1 rum, 27 m²",2021-01-19,111 100 kr/m²,"Lägenhet, Vasastan",+17.6 %
Sveavägen 137,2975000,"1 rum, 27 m²",2021-01-19,110 200 kr/m²,"Lägenhet, Vasastan",+24.2 %
Upplandsgatan 54D,6350000,"2 rum, 65 m²",2021-01-19,97 700 kr/m²,"Lägenhet, Vasastan",+11.5 %
Tegnérgatan 18,14050000,"4 rum, 144 m²",2021-01-19,97 600 kr/m²,"Lägenhet, Vasastan",+4.1 %
Körsbärsvägen 6,2820000,"1 rum, 24 m²",2021-01-19,117 500 kr/m²,"Lägenhet, Östermalm Vasastan",+22.9 %
Norrbackagatan 17,9100000,"3 rum, 78 m²",2021-01-19,116 700 kr/m²,"Lägenhet, Vasastan - Birkastan",+7.1 %
Hagagatan 20A,3800000,"1 rum, 31 m²",2021-01-19,122 600 kr/m²,"Lägenhet, Vasastan",+15.3 %
Frejgatan 25,4350000,"2 rum, 40 m²",2021-01-19,108 800 kr/m²,"Lägenhet, Vasastan - Sibirien",+14.6 %
Vikingagatan 7,3950000,"2 rum, 43 m²",2021-01-19,91 900 kr/m²,"Lägenhet, Vasastan",-1.2 %
Birger Jarlsgatan 67,7400000,"3 rum, 91 m²",2021-01-19,81 300 kr/m²,"Lägenhet, Vasastan",-1.2 %
Tomtebogatan 15,8100000,"3 rum, 69 m²",2021-01-19,117 400 kr/m²,"Lägenhet, Vasastan - Birkastan",—
Roslagsgatan 29,5550000,"2 rum, 58 m²",2021-01-18,95 700 kr/m²,"Lägenhet, Vasastan",—
Västmannagatan 30,9500000,"4 rum, 89 m²",2021-01-18,106 700 kr/m²,"Lägenhet, Vasastan",+13.2 %
Vegagatan 18,3800000,"2 rum, 32 m²",2021-01-18,118 800 kr/m²,"Lägenhet, Vasastan - Odenplan",+26.9 %
Rörstrandsgatan 44,3300000,"1 rum, 27 m²",2021-01-18,122 200 kr/m²,"Lägenhet, Vasastan - Birkastan",+22.4 %
Kungstensgatan 60,7000000,"2 rum, 60 m²",2021-01-18,116 700 kr/m²,"Lägenhet, Vasastan",+18.7 %
Luntmakargatan 85,2625000,"1 rum, 22 m²",2021-01-18,119 300 kr/m²,"Lägenhet, Vasastan",+5.2 %
Västmannagatan 27,7225000,"2 rum, 58 m²",2021-01-18,124 600 kr/m²,"Lägenhet, Vasastan - Odenplan",+20.5 %
Torbjörn Klockares gata 17,5700000,"3 rum, 65 m²",2021-01-18,87 700 kr/m²,"Lägenhet, Röda Bergen",+3.7 %
Nina Einhorns gata 7,4295000,"3 rum, 53 m²",2021-01-18,81 000 kr/m²,"Lägenhet, Vasastan",-4.4 %
Gävlegatan 26,6500000,"2 rum, 65 m²",2021-01-17,100 000 kr/m²,"Lägenhet, Vasastan",+11.1 %
Vanadisvägen 2,6000000,"2 rum, 66 m²",2021-01-17,90 900 kr/m²,"Lägenhet, Vasastan",+4.3 %
Roslagsgatan 42,4670000,"2 rum, 39 m²",2021-01-16,119 700 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Vegagatan 17,6750000,"2 rum, 51 m²",2021-01-16,132 400 kr/m²,"Lägenhet, Vasastan",+22.8 %
Gävlegatan 36B,4000000,"2 rum, 32 m²",2021-01-15,125 000 kr/m²,"Lägenhet, Hagastaden Vasastan",+/-0.0 %
Gävlegatan 36B,4100000,"2 rum, 32 m²",2021-01-15,128 100 kr/m²,"Lägenhet, Hagastaden Vasastan",+/-0.0 %
Idungatan 6,11300000,"3 rum, 109 m²",2021-01-15,103 700 kr/m²,"Lägenhet, Vasastan",+19.0 %
Karlbergsvägen 32B,7725000,"2 rum, 68 m²",2021-01-15,113 600 kr/m²,"Lägenhet, Vasastan",+17.1 %
Frejgatan 46A,7465000,"2 rum, 72 m²",2021-01-15,103 700 kr/m²,"Lägenhet, Vasastan",+14.8 %
Gävlegatan 26,4950000,"2 rum, 44 m²",2021-01-15,112 500 kr/m²,"Lägenhet, Hagastaden",+5.4 %
Roslagsgatan 60,5850000,"3 rum, 66 m²",2021-01-15,88 600 kr/m²,"Lägenhet, Vasastan",+9.3 %
Roslagsgatan 58B,2200000,"1 rum, 16 m²",2021-01-15,137 500 kr/m²,"Lägenhet, Vasastan",+10.3 %
Döbelnsgatan 91,6300000,"2 rum, 67 m²",2021-01-15,94 000 kr/m²,"Lägenhet, Vasastan",+5.1 %
Roslagsgatan 45,5280000,"2½ rum, 50 m²",2021-01-15,105 600 kr/m²,"Lägenhet, Vasastan",+14.9 %
Rehnsgatan 24,8110000,"2 rum, 73 m²",2021-01-15,111 100 kr/m²,"Lägenhet, Vasa",+17.6 %
Torsplan 10,7650000,65 m²,2021-01-14,117 700 kr/m²,"Lägenhet, Vasastan",-3.2 %
Idungatan 5,4500000,"2 rum, 45 m²",2021-01-14,100 000 kr/m²,"Lägenhet, Vasastan",+12.6 %
Robert Almströmsgatan 10,9350000,"3 rum, 94 m²",2021-01-14,99 500 kr/m²,"Lägenhet, Vasastan",+4.5 %
Birger Jarlsgatan 114,4700000,"2 rum, 51 m²",2021-01-14,92 200 kr/m²,"Lägenhet, Vasastan",+4.6 %
Torsplan 8,6550000,"2 rum, 58 m²",2021-01-14,112 900 kr/m²,"Lägenhet, Vasastan",+6.5 %
Tomtebogatan 18,6450000,"2 rum, 64 m²",2021-01-14,100 800 kr/m²,"Lägenhet, Vasastan",+12.2 %
Karlbergsvägen 78,4000000,"2 rum, 32 m²",2021-01-14,125 000 kr/m²,"Lägenhet, Vasastan",+14.4 %
Sveavägen 134,4330000,"2 rum, 39 m²",2021-01-14,110 700 kr/m²,"Lägenhet, Vasastan Sibirien",+15.5 %
Birkagatan 25,3335000,"1 rum, 28 m²",2021-01-14,119 100 kr/m²,"Lägenhet, Birkastan Vasastan",+13.1 %
Tomtebogatan 44,6250000,"2 rum, 57 m²",2021-01-14,109 600 kr/m²,"Lägenhet, Vasastan",+13.7 %
Bråvallagatan 5,4550000,"2 rum, 44 m²",2021-01-14,103 400 kr/m²,"Lägenhet, Vasastan",+8.5 %
Robert Almströmsgatan 9A,7700000,"3 rum, 76 m²",2021-01-14,101 300 kr/m²,"Lägenhet, Vasastan",+5.6 %
Gävlegatan 7,3940000,"2 rum, 38 m²",2021-01-14,103 700 kr/m²,"Lägenhet, Vasastan",+16.1 %
Hälsingegatan 9,8125000,"3 rum, 62 m²",2021-01-13,131 000 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Tomtebogatan 8,6900000,"2 rum, 53 m²",2021-01-13,130 200 kr/m²,"Lägenhet, Vasastan",—
Tegnérgatan 55B,3800000,"1½ rum, 36½ m²",2021-01-13,104 100 kr/m²,"Lägenhet, Vasastan",—
Västmannagatan 18,4020000,"2 rum, 39 m²",2021-01-13,103 100 kr/m²,"Lägenhet, Norrmalm",+11.8 %
Robert Almströmsgatan 7,6570000,"2 rum, 53 m²",2021-01-13,124 000 kr/m²,"Lägenhet, Birkastan",+24.1 %
Eastmansvägen 8A,4950000,"2 rum, 50 m²",2021-01-13,99 000 kr/m²,"Lägenhet, Vasastan",+7.7 %
Bråvallagatan 3,3750000,"1½ rum, 42 m²",2021-01-13,89 300 kr/m²,"Lägenhet, Vasastan",+7.3 %
Döbelnsgatan 95,4400000,"2 rum, 44 m²",2021-01-13,100 000 kr/m²,"Lägenhet, Vasastan",+10.1 %
Rörstrandsgatan 30,12400000,"4 rum, 110 m²",2021-01-13,112 700 kr/m²,"Lägenhet, Vasastan",+6.4 %
Torbjörn Klockares gata 3,4400000,"2 rum, 47 m²",2021-01-13,93 600 kr/m²,"Lägenhet, Vasastan",+13.0 %
Upplandsgatan 25A,3100000,"1 rum, 22 m²",2021-01-13,140 900 kr/m²,"Lägenhet, Vasastan",+28.6 %
Gävlegatan 13,6620000,"2½ rum, 70 m²",2021-01-13,94 600 kr/m²,"Lägenhet, Vasastan",+10.4 %
Norrbackagatan 15,5600000,"2 rum, 55 m²",2021-01-13,101 800 kr/m²,"Lägenhet, Vasastan - Birkastan",+5.8 %
Rådmansgatan 70B,6650000,"2 rum, 57 m²",2021-01-13,116 700 kr/m²,"Lägenhet, Vasastan - Odenplan",+18.9 %
Tomtebogatan 29,12075000,"4½ rum, 108 m²",2021-01-13,111 800 kr/m²,"Lägenhet, Vasastan",+0.6 %
Gästrikegatan 14,9000000,"3 rum, 88 m²",2021-01-13,102 300 kr/m²,"Lägenhet, Vasastan",—
Torsplan 10,7250000,"3 rum, 68 m²",2021-01-13,106 600 kr/m²,"Lägenhet, Vasastan",+3.6 %
Roslagsgatan 29,5750000,"2 rum, 58 m²",2021-01-13,99 100 kr/m²,"Lägenhet, Vasastan",+16.2 %
Völundsgatan 7,6475000,"3 rum, 66 m²",2021-01-13,98 100 kr/m²,"Lägenhet, Vasastan - Atlas",+8.0 %
Ingemarsgatan 5,3420000,"1 rum, 40 m²",2021-01-12,85 500 kr/m²,"Lägenhet, Vasastan",+14.2 %
Gävlegatan 36B,3700000,"2 rum, 32 m²",2021-01-12,115 600 kr/m²,"Lägenhet, Hagastaden Vasastan",+2.8 %
Tegnérgatan 47B,6650000,"2 rum, 62 m²",2021-01-12,107 300 kr/m²,"Lägenhet, Vasastan",+21.0 %
Ynglingagatan 5,3300000,"1 rum, 35 m²",2021-01-12,94 300 kr/m²,"Lägenhet, Vasastan",+11.9 %
Hagagatan 54A,3400000,"2 rum, 33 m²",2021-01-12,103 000 kr/m²,"Lägenhet, Vasastan",+13.5 %
Norrbackagatan 25A,6500000,"3 rum, 65 m²",2021-01-12,100 000 kr/m²,"Lägenhet, Vasastan",+12.2 %
Tomtebogatan 40,4100000,"1 rum, 36 m²",2021-01-12,113 900 kr/m²,"Lägenhet, Vasastan",+14.2 %
Tomtebogatan 39,3210000,"1 rum, 29 m²",2021-01-12,110 700 kr/m²,"Lägenhet, Vasastan",+15.1 %
Sankt Eriksgatan 71A,6425000,"2 rum, 56 m²",2021-01-12,114 700 kr/m²,"Lägenhet, Vasastan",+12.8 %
Hagagatan 30,7400000,"3 rum, 69 m²",2021-01-12,107 200 kr/m²,"Lägenhet, Vasastan",+13.9 %
Frejgatan 89A,3650000,"1 rum, 30 m²",2021-01-12,121 700 kr/m²,"Lägenhet, Ög",—
Sankt Eriksgatan 108,4300000,"2 rum, 39 m²",2021-01-12,110 300 kr/m²,"Lägenhet, Vasastan - S:t Eriksplan",+16.4 %
Ingemarsgatan 2,4050000,"2 rum, 54 m²",2021-01-12,75 000 kr/m²,"Lägenhet, Vasastan",+1.4 %
Rådmansgatan 80,2850000,"1½ rum, 24 m²",2021-01-12,118 800 kr/m²,"Lägenhet, Vasastan",-1.7 %
Torsplan 10,9200000,"3 rum, 76 m²",2021-01-11,121 100 kr/m²,"Lägenhet, Vasastan",—
Sigtunagatan 3A,4630000,"2 rum, 39 m²",2021-01-11,118 700 kr/m²,"Lägenhet, Vasastan",+15.9 %
Torsgatan 57,2900000,"1 rum, 26 m²",2021-01-11,111 500 kr/m²,"Lägenhet, Vasastan",+11.8 %
Torsplan 10,6400000,"2 rum, 62 m²",2021-01-11,103 200 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Torsgatan 42B,4300000,"2 rum, 39 m²",2021-01-11,110 300 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Odengatan 18,6700000,"3 rum, 60 m²",2021-01-11,111 700 kr/m²,"Lägenhet, Östermalm / Vasastan",+8.2 %
Sankt Eriksplan 13,8000000,"2 rum, 63 m²",2021-01-11,127 000 kr/m²,"Lägenhet, Vasastan - S:t Eriksplan",+17.7 %
Dannemoragatan 16A,7000000,"3 rum, 72 m²",2021-01-11,97 200 kr/m²,"Lägenhet, Vasastan",+3.7 %
Tegnérgatan 55B,3355000,"1 rum, 31½ m²",2021-01-11,106 500 kr/m²,"Lägenhet, Vasastan",+12.0 %
Vikingagatan 15,5520000,"2 rum, 51½ m²",2021-01-11,107 200 kr/m²,"Lägenhet, Vasastan Birkastan",+13.8 %
Karlbergsvägen 23,5100000,"2 rum, 43 m²",2021-01-10,118 600 kr/m²,"Lägenhet, Vasastan",—
Tomtebogatan 7,5300000,"2 rum, 53 m²",2021-01-10,100 000 kr/m²,"Lägenhet, Vasastan",+10.5 %
Hagagatan 1,3860000,"1 rum, 36 m²",2021-01-09,107 200 kr/m²,"Lägenhet, Vasastan",+13.7 %
Ynglingagatan 5,3400000,"1½ rum, 35 m²",2021-01-09,97 100 kr/m²,"Lägenhet, Vasastan",+13.5 %
Sveavägen 111,16550000,"5 rum, 170 m²",2021-01-09,97 400 kr/m²,"Lägenhet, Vasastan",+5.4 %
Observatoriegatan 21A,6960000,"3 rum, 63 m²",2021-01-08,110 500 kr/m²,"Lägenhet, Vasastan",+16.5 %
Karlbergsvägen 66,3150000,"1 rum, 26 m²",2021-01-08,121 200 kr/m²,"Lägenhet, Vasastan",+26.3 %
Tomtebogatan 1B,4400000,"1 rum, 40 m²",2021-01-08,110 000 kr/m²,"Lägenhet, Vasastan",+17.3 %
Idungatan 3,4500000,"2 rum, 46 m²",2021-01-08,97 800 kr/m²,"Lägenhet, Vasastan",+12.6 %
Odengatan 45,25750000,"7 rum, 203 m²",2021-01-08,126 800 kr/m²,"Lägenhet, Vasastan",-1.0 %
Hälsingegatan 7,7520000,"2 rum, 63 m²",2021-01-07,119 400 kr/m²,"Lägenhet, Vasastan",+15.8 %
Gävlegatan 5,4600000,"2 rum, 44 m²",2021-01-07,104 500 kr/m²,"Lägenhet, Vasastan",+15.1 %
Atlasgatan 7,3100000,"1 rum, 28 m²",2021-01-07,110 700 kr/m²,"Lägenhet, Vasastan - Atlas",—
Hälsingegatan 33,4300000,"2 rum, 42 m²",2021-01-07,102 400 kr/m²,"Lägenhet, Vasastan",+16.4 %
Sonja Kovalevskys gata 8,4900000,"2 rum, 53 m²",2021-01-07,92 500 kr/m²,"Lägenhet, Hagastaden",+3.2 %
Gävlegatan 5,3625000,"1 rum, 36½ m²",2021-01-07,99 300 kr/m²,"Lägenhet, Vasastan",—
Roslagsgatan 19A,4850000,"2 rum, 49 m²",2021-01-07,99 000 kr/m²,"Lägenhet, Vasastan",+15.6 %
Torsgatan 29,14700000,"3 rum, 114 m²",2021-01-06,128 900 kr/m²,"Lägenhet, Vasastan",—
Västmannagatan 55,4275000,"1 rum, 34 m²",2021-01-06,125 700 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Ynglingagatan 5,3270000,"1 rum, 35 m²",2021-01-06,93 400 kr/m²,"Lägenhet, Vasastan",+9.2 %
Rådmansgatan 80A,3575000,"2 rum, 31 m²",2021-01-06,115 300 kr/m²,"Lägenhet, Vasastan",+11.9 %
Tegnérgatan 55B,3800000,"2 rum, 36½ m²",2021-01-06,104 100 kr/m²,"Lägenhet, Vasastan",+8.7 %
Gävlegatan 36,3900000,"2 rum, 32 m²",2021-01-05,121 900 kr/m²,"Lägenhet, Vasastan",—
Hagagatan 8A,3050000,"1 rum, 27 m²",2021-01-05,113 000 kr/m²,"Lägenhet, Vasastan",+17.3 %
Västmannagatan 18,3800000,"2 rum, 34 m²",2021-01-05,111 800 kr/m²,"Lägenhet, Vasastan Odenplan",+27.7 %
Torsgatan 29,12500000,"3 rum, 100 m²",2021-01-04,125 000 kr/m²,"Lägenhet, Vasastan",—
Frejgatan 18,4510000,"2 rum, 51 m²",2021-01-04,88 400 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Dalagatan 86D,5500000,"2 rum, 55 m²",2021-01-04,100 000 kr/m²,"Lägenhet, Vasastan",+14.7 %
Roslagsgatan 45,5400000,"2 rum, 50 m²",2021-01-03,108 000 kr/m²,"Lägenhet, Vasastan",+12.6 %
Gästrikegatan 12,5995000,"3 rum, 79 m²",2021-01-03,75 900 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Bråvallagatan 5,3960000,"1½ rum, 43 m²",2021-01-03,92 100 kr/m²,"Lägenhet, Vasastan - Birkastan",-0.9 %
Torsgatan 27,8100000,"3 rum, 84 m²",2021-01-02,96 400 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
